question,ground_truth,namespace
What is the treatment approach for allergic fungal sinusitis?,"Allergic fungal sinusitis is a non-invasive form of chronic rhinosinusitis occurring in atopic individuals in whom a type I and type III hypersensitivity response to inhaled fungal antigens drives eosinophilic inflammation and accumulation of thick inspissated mucin containing fungal hyphae. Functional endoscopic sinus surgery is the primary treatment, removing the allergic mucin and fungal debris and establishing adequate sinus ventilation. Postoperative systemic corticosteroids reduce mucosal inflammation and prevent early recurrence. Topical intranasal corticosteroids delivered by high-volume irrigation into the opened sinuses are used long-term. Antifungal agents including itraconazole have a limited adjunctive role. Allergen immunotherapy to the causative fungal allergen may reduce recurrence rates. Regular endoscopic surveillance and early retreatment are required as the disease has a high recurrence rate.",medication_knowledge
What is the ENT management of Wegener's granulomatosis?,"Granulomatosis with polyangiitis, formerly known as Wegener's granulomatosis, is an ANCA-associated vasculitis with frequent ENT manifestations including chronic sero-sanguinous rhinorrhea, nasal crusting and obstruction, septal perforation, saddle nose deformity, subglottic stenosis, and serous otitis media. ENT involvement may be the presenting feature. Diagnosis is confirmed by cANCA or PR3-ANCA serology and tissue biopsy showing necrotizing granulomatous inflammation. Systemic treatment with rituximab or cyclophosphamide combined with high-dose corticosteroids induces remission. Maintenance therapy with rituximab or azathioprine prevents relapse. ENT-specific complications including subglottic stenosis may require local steroid injections, laser dilatation, or tracheal resection. Nasal saline irrigation, topical antibiotics, and barrier ointments manage nasal crusting.",medication_knowledge
What is the management of glomus jugulare tumor?,"Glomus jugulare is a paraganglioma arising from paraganglionic tissue at the jugular foramen, classified by the Fisch classification based on extent. Pulsatile tinnitus, conductive hearing loss from middle ear extension, and lower cranial nerve palsies of the glossopharyngeal, vagus, and accessory nerves are characteristic features. Management options include surgical resection, stereotactic radiosurgery, or observation particularly in elderly patients given the slow growth rate. Surgical resection aims at complete tumor removal but carries significant morbidity due to the proximity of the internal carotid artery, jugular vein, and cranial nerves. Preoperative embolization reduces intraoperative hemorrhage. Stereotactic radiosurgery with Gamma Knife achieves tumor growth control in over 90 percent of cases with lower morbidity and is increasingly preferred for smaller tumors.",medication_knowledge
What are the treatment options for chronic tinnitus refractory to conventional therapy?,"For chronic tinnitus refractory to standard sound therapy and psychological interventions, additional options include transcranial magnetic stimulation targeting the auditory cortex to modulate cortical hyperactivity associated with tinnitus. Transcranial direct current stimulation is under investigation. Neuromodulation using acoustic coordinated reset stimulation delivers desynchronizing sounds to disrupt pathological neural synchrony in the auditory cortex. Pharmacological approaches targeting gabapentinoid pathways or glutamate receptors are in clinical trials. Intratympanic lidocaine injection suppresses tinnitus transiently in some patients but has no durable effect. For tinnitus associated with hyperacusis, desensitization sound therapy and counseling address the reduced sound tolerance. Cochlear implantation in profoundly deaf patients with tinnitus often provides marked tinnitus suppression as a secondary benefit.",medication_knowledge
What is the management of laryngeal stenosis?,"Laryngeal stenosis may be supraglottic, glottic, or subglottic in location and can result from intubation trauma, external neck trauma, radiotherapy, autoimmune vasculitis, or prolonged tracheostomy. Acute management secures the airway with tracheostomy if stenosis is severe. Chronic management depends on the degree of stenosis and location. Endoscopic approaches including cold steel incision, balloon dilatation, and CO2 laser division are used for mild to moderate stenosis. Mitomycin C applied topically reduces fibroblast activity and scar reformation. Laryngotracheal reconstruction using costal cartilage grafts to expand the cricoid and tracheal lumen is performed for severe cases. Cricotracheal resection with end-to-end anastomosis is the definitive surgical treatment for isolated short segment subglottic or tracheal stenosis. Regular endoscopic surveillance monitors for restenosis.",medication_knowledge
What medications are used for the prevention of recurrent acute otitis media?,"Prevention of recurrent acute otitis media involves antibiotic prophylaxis, surgical management, and addressing risk factors. Antibiotic prophylaxis with low-dose amoxicillin or sulfamethoxazole-trimethoprim daily reduces the frequency of episodes but is generally reserved for cases with frequent recurrences and concerns about hearing impairment due to the risk of promoting antimicrobial resistance. Surgical insertion of ventilation tubes, or grommets, provides sustained middle ear ventilation and is more effective than antibiotic prophylaxis in preventing recurrent acute otitis media and resolving associated conductive hearing loss. Pneumococcal and influenza vaccination reduce the incidence of upper respiratory tract infections and subsequent otitis media. Adenoidectomy is added when adenoid hypertrophy is contributing to Eustachian tube dysfunction.",medication_knowledge
What is the appropriate management of retropharyngeal abscess in children?,"Retropharyngeal abscess in children requires urgent hospital admission, airway assessment, and prompt treatment. The child should be kept calm as agitation worsens airway obstruction. Intravenous antibiotics covering Group A streptococcus and oral anaerobes are commenced immediately. Co-amoxiclav or the combination of ceftriaxone with metronidazole is appropriate. Surgical drainage under general anaesthesia via the intraoral transoral route is required for confirmed abscess on CT scan, failure to improve on antibiotics within 24 to 48 hours, or airway compromise. Endotracheal intubation for airway management must be planned carefully by an experienced anaesthetist given the potential for rupture of the abscess during intubation with aspiration of pus. Intravenous antibiotics are continued postoperatively until the patient is apyrexial and tolerating oral intake, then transitioned to oral agents.",medication_knowledge
What are the pharmacological options for managing post-operative pain following functional endoscopic sinus surgery?,Post-operative pain management following functional endoscopic sinus surgery involves regular paracetamol as the backbone of analgesia combined with a scheduled NSAID such as ibuprofen or naproxen. Topical intranasal saline irrigations reduce crusting and promote healing. Oxymetazoline decongestant nasal spray may be used short-term in the immediate post-operative period to reduce mucosal edema. Systemic corticosteroids given perioperatively reduce post-operative edema and pain. Opioid analgesics are reserved for moderate to severe pain not controlled by first-line agents and should be used for the shortest possible duration. Nasal packing if used contributes to pain and should be removed as early as possible. Topical haemostatic agents including oxidized cellulose are preferred over packing as they do not require removal and cause less post-operative discomfort.,medication_knowledge
What is the medical management of acute suppurative parotitis?,"Acute suppurative parotitis is most commonly caused by Staphylococcus aureus and requires systemic antibiotic therapy providing anti-staphylococcal coverage. Flucloxacillin or dicloxacillin is the first-line oral antibiotic. Intravenous benzylpenicillin and flucloxacillin or co-amoxiclav are used for severe or hospitalized patients. In penicillin-allergic patients, clindamycin provides coverage against staphylococci and anaerobes. Rehydration is essential as dehydration promotes stagnant salivary flow predisposing to infection. Salivary stimulation with lemon drops or chewing gum promotes salivary flow and helps clear the duct. Massage of the parotid gland from the periphery toward the Stensen duct opening aids drainage of secretions. Surgical drainage is required for abscess formation not resolving with antibiotics. Ultrasound guides needle aspiration of loculated collections.",medication_knowledge
What are the indications for intratympanic gentamicin in Meniere's disease?,"Intratympanic gentamicin is a chemical vestibular ablation procedure indicated for Meniere's disease with disabling vertigo attacks unresponsive to maximum medical therapy including dietary modification, diuretics, and betahistine. It selectively destroys type I vestibular hair cells in the cristae and maculae by aminoglycoside ototoxicity, reducing the abnormal vestibular signals responsible for vertigo attacks. It is preferred over systemic aminoglycoside ablation because it delivers a high local concentration with minimal systemic aminoglycoside exposure. Titration protocols with multiple injections and monitoring between doses reduce the risk of sensorineural hearing loss from cochlear toxicity. Vertigo control is achieved in approximately 85 to 90 percent of patients. The risk of significant sensorineural hearing loss is approximately 15 to 25 percent, which must be balanced against the severity of vertigo attacks.",medication_knowledge
What is the perioperative management of a patient undergoing cochlear implantation?,"Perioperative management of cochlear implantation includes preoperative high-resolution CT and MRI of the temporal bones to assess cochlear anatomy and patency, auditory nerve integrity, and absence of contraindications including labyrinthitis ossificans or cochlear aplasia. Prophylactic antibiotics, typically cefazolin, are given preoperatively and continued for 24 hours. Perioperative dexamethasone preserves residual hearing in patients undergoing hearing-preservation cochlear implantation. The surgical procedure involves mastoidectomy, posterior tympanotomy, cochleostomy or round window approach, and electrode array insertion under general anaesthesia with monitoring of facial nerve function. Device activation or switch-on is performed 3 to 4 weeks postoperatively. Audiological mapping and programming sessions optimize the electrode parameters. Meningitis vaccination with pneumococcal vaccine is mandatory before implantation.",medication_knowledge
What is the role of low-level laser therapy and alternative treatments in tinnitus management?,"Low-level laser therapy has been investigated as a treatment for tinnitus based on its proposed effects on cochlear blood flow and cellular metabolism, but evidence from randomized controlled trials is limited and inconsistent with no established clinical benefit. Ginkgo biloba extract has been widely used but systematic reviews have not demonstrated significant benefit over placebo for tinnitus. Zinc supplementation has been proposed based on evidence of lower zinc levels in some tinnitus patients but evidence for efficacy is inconsistent. Melatonin may improve sleep quality in tinnitus patients with insomnia but does not directly reduce tinnitus loudness. Current evidence supports cognitive behavioral therapy, sound therapy, and tinnitus retraining therapy as the most effective evidence-based interventions and these should remain the focus of management rather than alternative therapies.",medication_knowledge
What are the treatment options for recurrent laryngeal nerve injury following thyroid surgery?,"Recurrent laryngeal nerve injury after thyroid surgery causing unilateral vocal cord palsy initially warrants a period of watchful waiting for 6 to 12 months as spontaneous recovery may occur due to axonal regeneration. Voice therapy with a speech and language therapist improves voice quality by developing compensatory vocal technique and is initiated early. If the voice remains inadequate after 6 months, vocal cord medialization procedures are offered. Injection augmentation with fat, collagen, carboxymethylcellulose, or calcium hydroxylapatite is performed transorally or transcervically under local or general anaesthesia to bulk up the paralyzed cord and improve glottic closure. Thyroplasty type I using a silicone or Gore-Tex implant via an external approach provides long-term stable medialization. Laryngeal reinnervation using the ansa cervicalis nerve is an option in selected patients.",medication_knowledge
What is the management of otosclerosis in pregnancy?,"Management of otosclerosis in pregnancy requires modification of the standard approach. Stapedectomy is contraindicated during pregnancy due to the risks of general anaesthesia, the risk of sudden inner ear pressure changes during Valsalva maneuvers and the delivery process, and the risk of sensorineural hearing loss in the fetus from inadvertent noise exposure during the procedure. Fluoride therapy, used historically to slow the progression of otosclerosis, is contraindicated in pregnancy as fluoride crosses the placenta and may adversely affect fetal bone and dental development. The patient should be counseled that pregnancy may cause deterioration of hearing due to increased estrogen levels promoting bone remodeling. Hearing aid amplification is the safe management option throughout pregnancy. Definitive surgical management should be deferred until after delivery and breastfeeding.",medication_knowledge
What is the emergency management of acute airway obstruction in ENT?,"Acute airway obstruction is an ENT emergency requiring immediate assessment using the ABCDE approach. The patient is positioned upright and supplemental oxygen administered. In foreign body obstruction, back blows and abdominal thrusts are performed for complete obstruction. Intravenous dexamethasone rapidly reduces airway edema in anaphylaxis, epiglottitis, and post-intubation subglottic edema. Nebulized or intramuscular adrenaline is given for laryngeal and supraglottic edema in anaphylaxis and croup. Heliox, a mixture of helium and oxygen, reduces airway turbulence and improves ventilation as a temporizing measure while definitive airway management is arranged. If the airway cannot be maintained by other means, emergency tracheostomy under local anaesthesia or cricothyroidotomy as an immediate life-saving procedure is performed. Senior anaesthetic and ENT support must be called immediately.",medication_knowledge
What is the appropriate dose and duration of oral prednisolone for Bell's palsy treatment?,"The recommended regimen for oral prednisolone in Bell's palsy is 50 to 60 mg daily for the first five days followed by a reducing taper of 10 mg per day for the subsequent five days, giving a total treatment duration of ten days and a cumulative dose of approximately 400 to 450 mg. Treatment must be initiated within 72 hours of symptom onset to achieve maximum benefit, as evidence suggests little benefit when started after this window. The National Institute for Health and Care Excellence guidelines in the United Kingdom recommend prednisolone 50 mg for ten days as a simpler regimen without tapering. Antiviral medication such as aciclovir 400 mg five times daily or valaciclovir for seven days may be added for complete palsy grade House-Brackmann V or VI, though evidence for additive benefit over steroids alone is modest.",medication_knowledge
What are the pharmacological options for managing otalgia in children?,Otalgia management in children requires age-appropriate dosing and consideration of the underlying cause. Paracetamol at 15 mg per kg every 4 to 6 hours is the first-line analgesic for mild to moderate otalgia associated with acute otitis media. Ibuprofen at 5 to 10 mg per kg every 6 to 8 hours provides additional anti-inflammatory benefit and is safe in children over 3 months. The combination of paracetamol and ibuprofen alternating provides better pain control than either alone for moderate otalgia. Topical benzocaine eardrops provide temporary local analgesia for external canal otalgia but should not be used if the tympanic membrane is perforated. Codeine-based preparations are absolutely contraindicated in children following black box warnings from regulatory authorities due to life-threatening respiratory depression from ultra-rapid CYP2D6 metabolism.,medication_knowledge
What is the management of chronic rhinosinusitis in patients with cystic fibrosis?,"Chronic rhinosinusitis is near universal in cystic fibrosis due to thickened mucus impairing mucociliary clearance and promoting chronic bacterial colonization predominantly with Pseudomonas aeruginosa and Staphylococcus aureus. Management requires high-volume nasal saline irrigation to hydrate and clear viscid secretions, typically with hypertonic saline. Nasal dornase alfa, a recombinant human DNase enzyme, reduces viscosity of mucus by cleaving DNA from degraded neutrophils. Topical intranasal corticosteroids reduce mucosal inflammation. Antipseudomonal antibiotic therapy including systemic ciprofloxacin or inhaled tobramycin targets Pseudomonas colonization. Functional endoscopic sinus surgery is performed in a majority of cystic fibrosis patients to open sinus cavities and improve topical drug delivery and secretion clearance. CFTR modulator therapies including ivacaftor-lumacaftor improve underlying mucociliary function and reduce sinonasal disease burden.",medication_knowledge
What is the drug management of Wegener's granulomatosis affecting the larynx and subglottis?,"Management of subglottic stenosis in granulomatosis with polyangiitis requires both systemic immunosuppression and local treatment. Systemic therapy with rituximab or cyclophosphamide combined with high-dose prednisolone induces disease remission across organ systems. However, subglottic stenosis in granulomatosis with polyangiitis is often refractory to systemic immunosuppression due to fibrotic rather than active inflammatory narrowing and may require local intervention. Endoscopic intralesional injection of triamcinolone acetonide combined with gentle dilatation or CO2 laser incision achieves durable improvement in selected patients. Mitomycin C application reduces fibroblast-mediated scar reformation after dilatation. Maintenance azathioprine or mycophenolate mofetil prevents systemic relapse. Trimethoprim-sulfamethoxazole prophylaxis reduces Pneumocystis jirovecii pneumonia risk during high-dose immunosuppression and may also reduce relapse frequency.",medication_knowledge
What is the appropriate pharmacological management of post-operative nausea and vomiting after ENT surgery?,"Post-operative nausea and vomiting is particularly prevalent after ENT surgery, including tonsillectomy, middle ear procedures, and strabismus surgery, due to vestibular stimulation and opioid analgesic use. Prevention is more effective than treatment. Dexamethasone 4 to 8 mg administered intraoperatively significantly reduces post-operative nausea and vomiting and is routinely given during tonsillectomy. Ondansetron 4 mg intravenously, a 5-HT3 receptor antagonist, is the most commonly used antiemetic and is administered at wound closure. Combination prophylaxis with dexamethasone and ondansetron is more effective than either agent alone. Cyclizine and prochlorperazine are alternatives for rescue therapy. In patients with high-risk for post-operative nausea and vomiting or a history of motion sickness, a scopolamine patch provides prolonged prophylaxis. Total intravenous anesthesia with propofol reduces post-operative nausea compared to inhalational anesthesia.",medication_knowledge
What are the contraindications to antihistamine use in ENT practice?,"First-generation antihistamines including chlorphenamine and promethazine are contraindicated in patients with angle-closure glaucoma due to their anticholinergic properties causing pupillary dilatation and raised intraocular pressure, benign prostatic hypertrophy where urinary retention may be precipitated, and epilepsy as they lower the seizure threshold. They are also contraindicated in patients who will be driving or operating machinery due to sedation, neonates and premature infants due to risk of apnea, and should be used cautiously in elderly patients prone to falls and confusion from central anticholinergic effects. All antihistamines should be avoided in the first trimester of pregnancy. Second-generation antihistamines including loratadine and cetirizine have fewer anticholinergic effects and lower sedation risk, but fexofenadine should be avoided in severe renal impairment requiring dose adjustment.",medication_knowledge
What is the role of monoclonal antibody therapy in head and neck cancer?,"Cetuximab is a chimeric IgG1 monoclonal antibody targeting the epidermal growth factor receptor, overexpressed in the majority of head and neck squamous cell carcinomas. It is used as a substitute for cisplatin in patients unfit for platinum-based chemotherapy when combined with radiotherapy for locally advanced disease. In the palliative setting, the EXTREME regimen combining cetuximab with platinum and fluorouracil chemotherapy improves response rates and overall survival in recurrent or metastatic head and neck squamous cell carcinoma compared to chemotherapy alone. Pembrolizumab and nivolumab are anti-PD1 immune checkpoint inhibitors approved as second-line therapy in recurrent or metastatic head and neck squamous cell carcinoma after platinum failure. Pembrolizumab combined with or without chemotherapy is now approved as first-line therapy for PD-L1 positive recurrent or metastatic disease.",medication_knowledge
What are the indications and technique for inferior turbinate reduction?,"Inferior turbinate reduction is indicated for inferior turbinate hypertrophy causing chronic nasal obstruction refractory to medical management with topical intranasal corticosteroids. It may be performed in isolation or concurrently with septoplasty. Techniques range from submucosal methods preserving the mucosa to more aggressive procedures. Submucosal diathermy applies thermal energy below the mucosa to reduce the submucosal tissue while preserving surface mucosa. Radiofrequency ablation delivers controlled thermal energy to shrink the submucosal tissue. Microdebrider-assisted turbinoplasty removes submucosal soft tissue using a powered resector. Outfracture reposition moves the turbinate laterally to widen the nasal airway. Total turbinectomy is avoided due to the risk of atrophic rhinitis, paradoxical nasal obstruction, and loss of nasal humidification. The inferior turbinate plays an important role in nasal airway resistance, warming, and humidifying inspired air.",medication_knowledge
What systemic medications can cause drug-induced sensorineural hearing loss?,"Multiple systemic medications cause sensorineural hearing loss through cochlear toxicity. Aminoglycoside antibiotics including gentamicin, tobramycin, amikacin, and streptomycin are the most common ototoxic drugs, damaging outer hair cells in the basal cochlear turn causing high-frequency hearing loss initially. Loop diuretics including furosemide and ethacrynic acid are ototoxic particularly at high doses or in combination with aminoglycosides, causing reversible hearing loss in most cases. Cisplatin chemotherapy causes permanent bilateral high-frequency sensorineural hearing loss that is cumulative with dose and is a major limitation of treatment. Quinine and antimalarials can cause reversible ototoxicity. High-dose aspirin causes reversible tinnitus and hearing loss. Monitoring with baseline and serial audiometry is mandatory during aminoglycoside and cisplatin therapy.",medication_knowledge
What is the management of paediatric hearing impairment identified on newborn screening?,"Management of hearing impairment identified on newborn screening follows a structured audiological care pathway to enable intervention within the optimal critical period for auditory and language development. After confirmation of hearing loss by diagnostic ABR testing, medical evaluation investigates reversible causes including secretory otitis media requiring grommet insertion and identifies genetic, syndromic, and other etiological factors. Hearing aids are fitted as early as possible, ideally before 3 to 6 months of age, for mild to severe hearing loss with appropriate amplification verified by real-ear measurement. Family-centered early intervention with habilitation support, speech and language therapy, and deaf education services is commenced concurrently. Cochlear implantation is offered for severe to profound bilateral sensorineural hearing loss with limited hearing aid benefit, ideally before 12 months of age for best language outcomes.",medication_knowledge
What is the treatment for sinonasal inverted papilloma?,"Sinonasal inverted papilloma is a benign but locally aggressive neoplasm arising from the lateral nasal wall with a propensity for bony invasion, recurrence after surgical resection, and malignant transformation to squamous cell carcinoma in approximately 10 percent of cases. Surgical excision is the primary treatment and must be complete as subtotal resection results in high recurrence rates. Endoscopic sinus surgery has replaced open approaches including lateral rhinotomy as the preferred method, with equivalent recurrence rates when complete resection is achieved. The characteristic attachment site on the lateral nasal wall including the ethmoid and maxillary sinuses must be drilled to remove all disease from the bony surface. Recurrence rates range from 5 to 20 percent and require long-term endoscopic surveillance. Malignant transformation is managed with surgery and adjuvant radiotherapy.",medication_knowledge
What is the role of acyclovir or valacyclovir in the management of herpes zoster oticus?,"Antiviral therapy with valacyclovir 1 g three times daily for seven days or acyclovir 800 mg five times daily for seven days is indicated in Ramsay Hunt syndrome to reduce viral replication in the geniculate ganglion and adjacent neural tissue. Antiviral therapy is most effective when initiated within 72 hours of symptom onset. Combined therapy with oral prednisolone at 1 mg per kg per day for the first week with tapering significantly improves outcomes compared to either agent alone. The combination reduces the severity of pain, improves the rate of facial nerve recovery, and may reduce the incidence of post-herpetic neuralgia. Eye care is critical when eye closure is incomplete to prevent corneal exposure. In immunocompromised patients, intravenous acyclovir therapy may be required for disseminated disease.",medication_knowledge
What are the principles of managing epistaxis in a patient on anticoagulation?,"Management of epistaxis in anticoagulated patients requires simultaneous control of bleeding and review of anticoagulation. Initial local measures include direct pressure, topical vasoconstrictors, and anterior packing. The anticoagulant drug, indication, and target INR must be reviewed. In patients on warfarin with supratherapeutic INR, oral vitamin K 1 to 2 mg or intravenous phytomenadione achieves INR correction over 6 to 24 hours. Four-factor prothrombin complex concentrate provides rapid complete reversal in life-threatening hemorrhage. Direct oral anticoagulants are reversed with specific antidotes: idarucizumab for dabigatran and andexanet alfa for factor Xa inhibitors. Hematological advice is sought regarding safe management of high-risk patients with mechanical heart valves. Nasal cauterization and endoscopic sphenopalatine artery ligation are performed once coagulopathy is corrected.",medication_knowledge
What is the management of secretory otitis media in children with cleft palate?,"Secretory otitis media affects virtually all children with cleft palate due to abnormal tensor veli palatini muscle function impairing Eustachian tube opening. Hearing impairment significantly affects speech and language development in already vulnerable children. Early hearing assessment and regular audiological monitoring are essential. Grommet insertion is recommended early, typically at the time of palate repair at 9 to 12 months, to restore hearing during the critical period of language acquisition. Recurrent or persistent effusion after grommet extrusion requires further grommet insertion. Hearing aids may be fitted in parallel with grommets for reliable hearing amplification. Bone-anchored hearing aids are useful alternatives in children with microtia or external ear anomalies associated with palatal clefting syndromes. Adenoidectomy is deferred until after palatal repair to avoid velopharyngeal insufficiency.",medication_knowledge
What is the role of omalizumab in the management of chronic rhinosinusitis?,"Omalizumab is a recombinant humanized anti-IgE monoclonal antibody that blocks free IgE binding to high-affinity receptors on mast cells and basophils, reducing IgE-mediated inflammatory responses. It is licensed for moderate to severe allergic asthma and chronic spontaneous urticaria. In chronic rhinosinusitis with nasal polyps, particularly in patients with comorbid allergic disease, omalizumab reduces nasal polyp burden and sinonasal symptoms and has demonstrated efficacy in clinical trials. It is indicated for patients with inadequate control despite intranasal corticosteroids and surgery with a significant allergic component. Dosing is based on serum IgE level and body weight with subcutaneous injections every 2 to 4 weeks. Response is assessed at 16 weeks. It is most effective in patients with high IgE levels and allergic comorbidities.",medication_knowledge
What are the principles of managing post-laryngectomy aspiration and swallowing dysfunction?,"Post-laryngectomy patients are anatomically protected from aspiration because the trachea is separated from the digestive tract at the permanent tracheostoma. However, patients undergoing partial laryngectomy or conservation laryngeal surgery retain the natural airway but may develop aspiration as a consequence of incomplete glottic closure and impaired laryngeal sensation following surgery. Management involves assessment by a specialist speech and language therapist using clinical swallowing evaluation and videofluoroscopic swallowing study to identify the mechanism of aspiration. Compensatory postures including chin tuck and head rotation, texture modification of diet, and swallowing rehabilitation exercises including the Mendelsohn maneuver, supraglottic swallow, and effortful swallow reduce aspiration risk. Thickened fluids reduce aspiration of thin liquids. In severe cases with recurrent aspiration pneumonia, nasogastric or gastrostomy feeding may be required.",medication_knowledge
What is the drug treatment for post-herpetic neuralgia following Ramsay Hunt syndrome?,"Post-herpetic neuralgia following herpes zoster oticus causes persistent severe neuropathic pain in the auricular and periauricular region after resolution of the acute vesicular eruption. First-line pharmacological treatment includes tricyclic antidepressants such as amitriptyline or nortriptyline at low doses starting at 10 mg at night with gradual titration, or gabapentin starting at 300 mg daily with dose escalation to 1800 to 3600 mg per day in divided doses. Pregabalin is an alternative gabapentinoid with more predictable pharmacokinetics. Topical lidocaine 5 percent patches applied to intact skin over the painful area provide local analgesia with minimal systemic absorption. Capsaicin 8 percent patches applied by healthcare professionals cause initial burning followed by prolonged pain relief through depletion of substance P from nociceptive terminals. Opioid analgesics are reserved for refractory pain.",medication_knowledge
What is the perioperative antibiotic regimen for endoscopic skull base surgery?,"Endoscopic skull base surgery involving violation of the dura and intracranial compartment carries risk of meningitis and intracranial infection from sinonasal flora. Prophylactic antibiotics should cover Staphylococcus aureus and Streptococcus species which are the most common pathogens in post-neurosurgical meningitis. Intravenous cefazolin 1 to 2 g administered within 60 minutes of incision is standard prophylaxis for procedures without dural violation. When the dura is opened, extended prophylaxis with ceftriaxone providing CSF penetration or vancomycin for methicillin-resistant coverage may be added. Intraoperative nasal irrigation with antibiotic solutions reduces bacterial contamination. Post-operative intranasal saline irrigations maintain patency of reconstructed skull base repairs. Duration of prophylaxis beyond the operative period is generally 24 hours, as extended prophylaxis does not reduce infection rates and promotes resistance.",medication_knowledge
What is the pharmacological management of chronic sialadenitis?,"Chronic sialadenitis results from recurrent inflammation of a salivary gland due to duct obstruction, stone disease, or autoimmune processes. Conservative management involves salivary stimulation with sugar-free chewing gum or sour lozenges to promote salivary flow and prevent stagnation. Adequate hydration maintains salivary output. During acute exacerbations, amoxicillin-clavulanate or clindamycin provides appropriate antibiotic coverage against staphylococci and oral anaerobes. Anti-inflammatory analgesics reduce glandular pain and swelling. Topical heat application and massage from periphery to central duct promote drainage. Sialendoscopy allows direct visualization, irrigation, and dilatation of ductal strictures as well as stone fragmentation and retrieval without open surgery. Botulinum toxin injection into chronically inflamed glands reduces secretory activity in selected cases. Open surgery is reserved for recurrent refractory cases.",medication_knowledge
What are the treatment options for hereditary hemorrhagic telangiectasia affecting the nose?,"Hereditary hemorrhagic telangiectasia is an autosomal dominant condition causing mucocutaneous telangiectasias and arteriovenous malformations resulting in recurrent epistaxis that can be severely debilitating and cause significant anemia. Local measures including humidification, petroleum-based nasal lubricants, and topical tranexamic acid cream reduce mucosal dryness and bleeding frequency. Laser ablation with Nd:YAG or KTP lasers applied endoscopically coagulates telangiectatic vessels. Septodermoplasty replaces the abnormal nasal mucosa with split-thickness skin graft, providing durable reduction in bleeding. Bevacizumab, an anti-VEGF monoclonal antibody, administered as topical nasal spray or by intranasal submucosal injection significantly reduces epistaxis severity and improves hemoglobin levels by targeting the angiogenic process driving telangiectasia formation. Systemic bevacizumab or thalidomide are used for severe uncontrolled epistaxis. Iron supplementation and blood transfusion address chronic anemia.",medication_knowledge
What is the management of sensorineural hearing loss due to autoimmune inner ear disease?,"Autoimmune inner ear disease is an uncommon but treatable cause of bilateral progressive sensorineural hearing loss that may be isolated or occur in the context of systemic autoimmune conditions including systemic lupus erythematosus, Cogan syndrome, and Wegener's granulomatosis. It presents with rapidly progressive bilateral sensorineural hearing loss over weeks to months, distinguishing it from presbycusis, with fluctuation and vestibular symptoms. Response to corticosteroid therapy is the primary diagnostic criterion. Oral prednisolone 1 mg per kg per day for four weeks is the initial treatment, with improvement in hearing confirming the diagnosis. Maintenance immunosuppression with methotrexate, cyclophosphamide, or rituximab is used for steroid-dependent or steroid-refractory disease. Intratympanic methylprednisolone injections provide local inner ear immunosuppression with fewer systemic side effects.",medication_knowledge
What is the pharmacological management of salivary gland hypofunction and xerostomia?,"Salivary gland hypofunction causes xerostomia or dry mouth, most commonly as a consequence of head and neck radiotherapy, Sjogren syndrome, or anticholinergic medication side effects. Management begins with identification and modification of causative medications. Symptomatic relief measures include frequent water sips, saliva substitutes including carboxymethylcellulose or mucin-based sprays, moisturizing mouth gels, and sugar-free gum to stimulate residual salivary function. Pilocarpine, a muscarinic cholinergic agonist, stimulates residual salivary acinar cell function at a dose of 5 mg three to four times daily and is the most effective pharmacological treatment for post-radiation xerostomia. Side effects include sweating, flushing, and gastrointestinal effects. Cevimeline is an alternative cholinergic agent with more selective M3 receptor affinity and fewer side effects. Amifostine administered prior to radiotherapy is a cytoprotective agent that reduces acute and chronic salivary gland damage.",medication_knowledge
What is the treatment for post-nasal drip syndrome?,"Post-nasal drip syndrome, also termed upper airway cough syndrome, results from excessive mucus secretion or inadequate clearance from the nasopharynx triggering cough reflexes in the posterior pharynx and larynx. Management targets the underlying condition. Allergic rhinitis causing post-nasal drip is treated with intranasal corticosteroids and second-generation antihistamines. Non-allergic rhinitis with eosinophilia syndrome responds to nasal corticosteroids. Vasomotor rhinitis is managed with intranasal ipratropium bromide which reduces glandular hypersecretion by anticholinergic effect without affecting nasal obstruction. Sinusitis contributing to post-nasal drip requires appropriate antibiotic therapy and topical corticosteroids. Nasal saline irrigation improves mucociliary clearance and removes secretions. Decongestants provide short-term symptomatic relief. A first-generation antihistamine-decongestant combination has demonstrated efficacy for post-nasal drip-associated cough.",medication_knowledge
What are the anesthetic considerations specific to ENT surgery?,"ENT surgery presents unique anesthetic challenges due to the shared airway between surgeon and anesthesiologist. Laser airway surgery requires laser-safe endotracheal tubes with metallic foil wrapping, minimum fraction of inspired oxygen, and avoidance of nitrous oxide to prevent airway fire. Microlaryngoscopy requires small-diameter tubes or jet ventilation techniques providing an unobstructed surgical field. Hypotensive anesthesia with mean arterial pressure maintained around 60 to 70 mmHg reduces intraoperative hemorrhage in endoscopic sinus surgery. Throat packing during nasal and sinus surgery prevents blood entering the stomach. Total intravenous anesthesia with propofol and remifentanil reduces post-operative nausea and vomiting compared to inhalational techniques, particularly important after middle ear surgery. Intraoperative dexamethasone reduces post-operative swelling in airway procedures and post-operative nausea and vomiting.",medication_knowledge
